;naam;straatnaam;nummeraanduiding;postcode;plaatsnaam;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES
BevoegdGezag;Naam;Straatnaam;Adres;Adres;Adres;Adres;Adres;BevoegdGezag;BevoegdGezag;BevoegdGezag
76611;Ver.Chr. BO op Reform.Gronsl.;Kerkplein;15;4421 AA;KAPELLE;678;KAPELLE;Reformatorisch;113342494;www.stolbergschool.nl
76663;Stg. Bas.onderw. Ref. Grondsl.;Molenstraat;98;6721 WP;BENNEKOM;228;EDE;Protestants-Christelijk;318430660;                                                                                
76715;Ver. Scholen met Bijbel;Taxhof;5;4261 ZJ;WIJK EN AALBURG;738;AALBURG;Protestants-Christelijk;416532743;www.dehoeksteencbs.nl
76740;Stg. Werkpl. Kindergemeenschap;Kees Boekelaan;12;3723 BA;BILTHOVEN;310;DE BILT;Algemeen bijzonder;302282841;www.wpkeesboeke.nl
76793;Sticht. Rooms Kathol. Onderw.;Geldershofstraat;26;6663 KP;LENT;268;NIJMEGEN;Rooms-Katholiek;243233510;www.degeldershof.nl
76806;Stg Kath Basis Spec Ond;Hoenderparkweg;61;7335 GR;APELDOORN;200;APELDOORN;Rooms-Katholiek;555779799;info@veluwseonderwijsgroep.nl
76819;Stg. Prot./Chr. Onderw. Ermelo;Putterweg;7-B;3851 GA;ERMELO;233;ERMELO;Protestants-Christelijk;341559876;www.vpcoermelo.nl
76910;Stg ICOB;Pater Jan de Vriesstraat;17;7126 BL;BREDEVOORT;197;AALTEN;Algemeen bijzonder;543451877;                                                                                
76961;Stg. Kathol. Onderw. De Kwakel;Eendracht;8;1423 ET;UITHOORN;451;UITHOORN;Rooms-Katholiek;297520441;www.skodekwakel.nl
77052;Stg. Overvecht Zuid Kath. Ond.;Winterboeidreef;6;3561 HX;UTRECHT;344;UTRECHT;Rooms-Katholiek;334698272;                                                                                
77091;Ned. Inst. v. Kath. Kerkmuziek;Plompetorengracht;5;3512 CA;UTRECHT;344;UTRECHT;Rooms-Katholiek;334698272;                                                                                
77195;Kath. Scholenstichting Utrecht;Kaap Hoorndreef;46-A;3563 AV;UTRECHT;344;UTRECHT;Rooms-Katholiek;302642080;www.ksu-utrecht.nl
77196;Ver. Prot. Chr. Ond. Rijssen;Molenstraat;3;7462 TK;RIJSSEN;1742;RIJSSEN-HOLTEN;Protestants-Christelijk;548513813;www.pcporijssen.nl
77235;Stichting Proles;Marketing;30-B;6921 RE;DUIVEN;226;DUIVEN;Samenwerking Opb., RK;264432474;www.stichtingproles.nl
77313;Bas.sch. M. van St. Aldegonde;Oude Provincialeweg;17;5527 BM;HAPERT;1728;BLADEL;Protestants-Christelijk;497382939;www.demarnix.nl
77338;Stg. Veldvest bijzond. onderw.;Pastoor Jansenplein;21;5504 BS;VELDHOVEN;861;VELDHOVEN;Rooms-Katholiek;402531201;www.veldvest.nl
77456;Stichting Vrijescholen Athena;Hofstraat;8;7411 PD;DEVENTER;150;DEVENTER;Antroposofisch;570612459;www.vsathena.nl
77521;Stg Bev Kath Ond Drempt eo;Palmberg;18;7021 DJ;ZELHEM;1876;BRONCKHORST;Rooms-Katholiek;314382990;www.ijsselgraaf.nl
77533;Stichting Prisma;Stationspark;49;4462 DZ;GOES;664;GOES;Rooms-Katholiek;113218899;www.prisma-scholen.nl
77975;Stichting Lek en IJssel;Lorentzlaan;4;3401 MX;IJSSELSTEIN UT;353;IJSSELSTEIN;Rooms-Katholiek;306868444;www.lekenijssel.nl
78066;Stg. Primair Onderwijs Zundert;Prinsenstraat;25;4881 VA;ZUNDERT;879;ZUNDERT;Samenwerking PC, RK, Alg. Bijz;765991312;www.spoz.nl
78184;Stichting Vrije School Zwolle;Bachlaan;8;8031 HL;ZWOLLE;193;ZWOLLE;Antroposofisch;384225448;www.vrijeschoolzwolle.nl
78197;Ver. Chr. Onderw. Ref. Gr.slag;Liemers;2;8245 BP;LELYSTAD;995;LELYSTAD;Reformatorisch;320247917;                                                                                
78222;Stichting Scala;Kerkstraat;35;5154 AN;ELSHOUT;797;HEUSDEN;Rooms-Katholiek;416320264;www.scalascholen.nl
78417;Stg. Katholiek Basisonderwijs;Helderseweg;14;1815 AB;ALKMAAR;361;ALKMAAR;Rooms-Katholiek;725403044;www.saks.nl
78457;Stg. Joodse Kindergem. Cheider;Zeelandstraat;11;1082 BV;AMSTERDAM;363;AMSTERDAM;Joods;206465564;www.cheider.nl
78782;Octant, stg. v. chr. basisond.;Gildeweg;12;2632 BA;NOOTDORP;1926;PIJNACKER-NOOTDORP;Protestants-Christelijk;153614698;www.octant.nl
78912;AT Scholen PO;Emmastraat;58;1213 AL;HILVERSUM;402;HILVERSUM;Samenwerking RK, Alg. Bijz.;356460088;www.atscholen.nl
79003;Stg. Rudolf Steiner School;Weltevreden;6;3731 AL;DE BILT;310;DE BILT;Antroposofisch;302210430;                                                                                
